Partner,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,City,Gender,Churn Value,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,Satisfaction Score
No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,San Jose,Male,1,3525,No,0,1,42.87,8,No,No,No,No,0.0,10,42.87,123.32,42,0,1
Yes,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,San Jose,Male,1,4026,Yes,1,58,17.22,21,Yes,No,No,Yes,0.0,0,998.76,4562.56,31,0,2
Yes,8,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,139.75,San Jose,Female,0,2158,Yes,5,8,43.05,0,No,No,No,No,0.0,0,344.4,484.15,54,3,3
No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,San Jose,Male,0,2450,No,0,27,36.39,26,Yes,Yes,Yes,Yes,0.0,0,982.53,2909.83,19,0,3
Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,San Jose,Male,0,4014,Yes,10,34,13.97,48,No,No,Yes,Yes,0.0,0,474.98,3475.23,28,0,3
No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,San Jose,Male,0,4126,No,0,30,12.17,16,No,No,Yes,Yes,0.0,0,365.1,3386.4,44,0,5
No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,San Jose,Male,0,3843,No,0,33,45.72,51,Yes,No,Yes,No,0.0,0,1508.76,3754.16,19,0,5
No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,San Jose,Male,1,3001,No,0,1,0.0,57,No,No,No,Yes,0.0,0,0.0,24.75,56,3,1
Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.2,944.65,San Jose,Male,0,2871,Yes,8,14,2.96,76,No,No,Yes,Yes,0.0,0,41.44,986.09,52,3,3
No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,San Jose,Female,0,5040,No,0,16,27.23,69,No,Yes,No,Yes,0.0,0,435.68,1699.88,30,3,4
No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,San Jose,Female,0,5499,No,0,49,11.11,27,Yes,Yes,Yes,Yes,0.0,0,544.39,5462.14,49,0,3
Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,San Jose,Male,1,2349,Yes,1,19,28.04,22,Yes,Yes,Yes,Yes,0.0,0,532.76,2545.46,34,0,3
Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.7,5743.3,San Jose,Female,0,4848,Yes,3,70,8.36,19,Yes,Yes,No,Yes,0.0,0,585.2,6328.5,44,1,3
Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,San Jose,Female,0,2649,Yes,3,32,46.66,17,No,Yes,No,Yes,0.0,0,1493.12,3357.77,49,1,3
No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,San Jose,Female,0,2421,No,0,18,34.12,20,No,No,No,Yes,0.0,0,614.16,1835.81,35,0,4
No,37,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.55,1390.85,San Jose,Male,0,4050,No,0,37,0.0,69,No,Yes,Yes,No,0.0,50,0.0,1440.85,26,0,3
No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,San Jose,Female,0,5396,No,0,4,23.5,22,No,No,No,Yes,0.0,0,94.0,396.35,36,0,5
Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,San Jose,Female,0,4839,Yes,2,16,27.83,52,Yes,No,Yes,Yes,0.0,0,445.28,1820.18,19,0,3
Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,San Jose,Male,0,3591,Yes,7,17,46.71,8,No,No,No,Yes,0.0,0,794.07,2130.97,31,0,5
No,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,San Jose,Female,0,2463,No,0,19,36.48,20,Yes,No,No,Yes,0.0,0,693.12,1990.92,52,3,3
Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,San Jose,Male,0,5301,No,0,60,10.05,48,Yes,No,Yes,Yes,0.0,0,603.0,6670.4,27,0,3
Yes,51,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,San Jose,Male,0,5461,Yes,7,51,16.85,0,No,No,No,No,0.0,0,859.35,2081.6,46,2,4
Yes,28,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.3,487.95,San Jose,Male,0,2948,Yes,8,28,19.18,0,No,No,No,No,0.0,0,537.04,1024.99,30,2,3
No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,Mount Hamilton,Male,0,4614,No,0,43,21.64,13,No,No,Yes,Yes,0.0,0,930.52,3479.07,64,0,5
Yes,42,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,San Jose,Male,0,5940,Yes,10,42,45.75,0,No,No,No,No,0.0,0,1921.5,2757.0,49,0,5
No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Stockton,Male,1,3567,No,0,3,31.88,7,No,No,No,Yes,0.0,0,95.64,337.69,39,0,2
No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,Stockton,Female,0,4118,No,0,1,40.87,21,No,No,No,Yes,0.0,0,40.87,85.62,35,0,5
No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Stockton,Female,1,3398,No,0,3,25.75,0,No,No,No,No,0.0,0,77.25,141.0,24,0,1
No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.0,6218.45,Stockton,Female,0,5989,No,0,63,23.62,21,Yes,No,No,Yes,0.0,0,1488.06,7706.51,49,0,4
No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Stockton,Male,1,4367,No,0,3,2.98,3,No,No,No,Yes,0.0,0,8.94,269.84,77,0,2
Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,7320.9,Stockton,Male,0,5015,Yes,2,68,24.01,48,No,Yes,Yes,Yes,0.0,0,1632.68,8953.58,25,0,3
No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Stockton,Female,1,3548,No,0,30,43.61,8,No,No,No,No,0.0,80,1308.3,4355.65,73,0,1
No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,Stockton,Female,0,6186,No,0,60,35.47,51,Yes,No,Yes,No,0.0,150,2128.2,8612.0,23,0,5
No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Stockton,Male,1,2003,No,0,15,14.79,59,No,Yes,No,Yes,0.0,0,221.85,1161.55,29,0,2
No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,Stockton,Male,0,3960,No,0,45,15.65,18,No,No,No,Yes,0.0,0,704.25,4904.5,76,0,4
Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5950.2,Stockton,Female,0,5950,No,0,70,31.15,5,Yes,Yes,Yes,Yes,0.0,0,2180.5,8130.7,31,0,4
Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Acampo,Male,1,4501,Yes,1,10,1.09,18,Yes,No,Yes,Yes,0.0,0,10.9,1048.65,35,0,2
No,4,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,93.4,Angels Camp,Male,0,4402,No,0,4,22.54,0,No,No,No,No,0.0,0,90.16,183.56,26,0,5
No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Arnold,Female,1,2806,No,0,1,23.7,17,Yes,No,No,Yes,0.0,0,23.7,74.15,39,0,3
Yes,68,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1614.9,Avery,Female,0,6146,Yes,2,68,26.64,0,No,No,No,No,0.0,0,1811.52,3426.42,38,0,5
Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,Burson,Male,0,4040,Yes,1,22,38.82,19,No,No,No,Yes,0.0,0,854.04,2427.99,50,2,3
Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Campo Seco,Male,1,3498,Yes,1,38,49.7,30,Yes,No,No,Yes,0.0,0,1888.6,5512.9,25,0,2
No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Clements,Female,1,5797,No,0,1,20.23,17,No,No,Yes,Yes,0.0,0,20.23,120.48,45,0,1
Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,Copperopolis,Male,0,2831,Yes,6,18,31.79,19,Yes,Yes,No,Yes,0.0,0,572.22,2040.97,55,0,5
No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,Farmington,Male,0,4561,No,0,29,2.05,17,No,Yes,Yes,No,0.0,20,59.45,2687.05,50,0,5
No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,French Camp,Female,1,5186,No,0,16,17.8,5,Yes,No,Yes,No,0.0,140,284.8,1846.9,44,0,2
No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Glencoe,Male,1,4548,No,0,1,12.13,19,No,No,No,Yes,0.0,0,12.13,81.98,51,0,1
No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Hathaway Pines,Male,1,2850,No,0,12,18.38,3,Yes,No,No,Yes,0.0,0,220.56,1079.16,44,0,1
No,31,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.05,1523.4,Linden,Male,0,4529,No,0,31,0.0,5,Yes,No,Yes,Yes,0.0,0,0.0,1523.4,35,0,3
No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Lockeford,Male,1,4669,No,0,4,43.06,46,No,No,Yes,Yes,0.0,0,172.24,496.54,27,0,1
Yes,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.55,3435.6,Lodi,Female,0,2478,Yes,3,48,17.03,15,Yes,Yes,Yes,Yes,0.0,0,817.44,4253.04,45,0,4
No,15,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Lodi,Female,1,2853,No,0,15,45.84,0,No,No,No,No,0.0,0,687.6,1087.2,22,0,1
No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.1,4549.45,Mokelumne Hill,Male,0,6435,No,0,50,15.37,22,Yes,Yes,No,Yes,0.0,0,768.5,5317.95,34,0,3
No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,Mountain Ranch,Male,0,4300,No,0,7,26.76,46,No,No,No,Yes,0.0,0,187.32,509.82,22,0,4
Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Murphys,Male,1,4995,Yes,1,41,45.84,18,Yes,No,No,Yes,0.0,0,1879.44,5152.99,74,0,1
Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,San Andreas,Male,0,5954,Yes,8,68,24.08,41,Yes,No,No,Yes,0.0,0,1637.44,7012.59,25,3,3
Yes,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,Sheep Ranch,Female,0,3114,Yes,8,26,18.66,11,Yes,No,No,Yes,44.17,0,485.16,2951.69,79,0,4
No,57,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,Vallecito,Male,0,5461,No,0,57,0.0,28,Yes,Yes,Yes,No,0.0,100,0.0,3190.05,33,0,4
No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,Valley Springs,Female,0,3889,No,0,3,40.98,0,No,No,No,No,0.0,0,122.94,183.99,60,0,4
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Wallace,Female,1,5421,No,0,1,15.73,0,No,No,No,No,0.0,0,15.73,36.63,21,0,3
Yes,19,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,West Point,Male,0,2394,Yes,1,19,11.75,21,No,No,No,Yes,0.0,0,223.25,1178.85,59,1,3
No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,Wilseyville,Female,0,3167,No,0,3,41.38,5,No,No,No,Yes,0.0,0,124.14,264.54,50,0,4
No,59,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,1493.1,Woodbridge,Female,0,6196,No,0,59,41.23,0,No,No,No,No,0.0,0,2432.57,3925.67,64,0,4
Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Atwater,Female,1,2404,Yes,1,1,33.46,12,No,No,No,No,0.0,10,33.46,112.86,47,0,1
Yes,42,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,Ballico,Male,0,4348,Yes,1,42,0.0,7,No,No,No,Yes,0.0,0,0.0,1626.05,37,0,4
No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Big Oak Flat,Female,1,5159,No,0,7,46.79,25,No,No,No,Yes,0.0,0,327.53,868.68,62,0,1
Yes,67,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1784.9,Catheys Valley,Male,0,4879,Yes,1,67,11.74,0,No,No,No,No,0.0,0,786.58,2571.48,58,0,3
No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,Ceres,Male,0,2722,No,0,1,14.42,27,No,No,No,No,0.0,10,14.42,94.77,63,0,5
Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,Columbia,Male,0,5453,Yes,1,66,23.27,58,Yes,Yes,Yes,Yes,0.0,0,1535.82,7611.72,19,0,3
No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,Coulterville,Female,0,5536,No,0,61,14.52,27,Yes,No,Yes,Yes,0.0,0,885.72,6386.32,60,0,3
Yes,4,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.1,73.1,Cressey,Male,0,4463,Yes,1,4,16.68,0,No,No,No,No,0.0,0,66.72,139.82,55,2,3
Yes,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Crows Landing,Female,1,2322,Yes,1,42,2.9,21,No,No,No,Yes,0.0,0,121.8,3351.2,76,0,1
Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,Delhi,Female,0,4954,Yes,10,64,17.07,25,No,No,No,Yes,0.0,0,1092.48,4492.33,53,2,4
Yes,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,Denair,Female,0,4337,Yes,2,54,43.71,12,Yes,Yes,No,Yes,0.0,0,2360.34,8791.39,79,0,3
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,El Nido,Male,0,5809,No,0,1,1.61,0,No,No,No,No,0.0,0,1.61,21.36,58,0,5
Yes,54,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1230.9,El Portal,Male,0,4039,Yes,7,54,41.58,0,No,No,No,No,0.0,0,2245.32,3476.22,19,2,4
No,18,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.3,454.65,Escalon,Female,0,3416,No,0,18,30.22,0,No,No,No,No,0.0,0,543.96,998.61,45,2,4
No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,Groveland,Male,0,5828,No,0,3,13.72,26,No,No,Yes,Yes,0.0,0,41.16,276.21,46,0,5
No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Gustine,Female,1,2007,No,0,1,46.17,30,No,No,No,Yes,0.0,0,46.17,116.27,58,0,3
Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9,Hickman,Female,0,5096,Yes,1,72,15.58,20,Yes,Yes,Yes,Yes,0.0,0,1121.76,7717.66,41,1,3
Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867.0,Hilmar,Male,0,6150,Yes,10,60,17.05,21,Yes,No,No,Yes,0.0,0,1023.0,6890.0,76,0,4
Yes,11,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,196.35,Hornitos,Female,0,5837,Yes,8,11,49.19,0,No,No,No,No,0.0,0,541.09,737.44,37,1,5
No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Hughson,Female,1,3545,No,0,12,35.8,25,No,No,No,Yes,0.0,0,429.6,1338.85,34,0,1
Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),103.9,6449.15,Jamestown,Male,0,4079,Yes,3,61,43.08,19,Yes,Yes,Yes,Yes,0.0,0,2627.88,9077.03,37,1,5
No,39,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.7,762.45,Keyes,Female,0,3733,No,0,39,29.79,0,No,No,No,No,0.0,0,1161.81,1924.26,23,0,4
No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,La Grange,Male,1,4089,No,0,55,47.38,29,No,No,Yes,Yes,0.0,0,2605.9,7889.85,40,0,1
No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Lathrop,Female,1,2825,No,0,17,21.82,23,No,No,No,Yes,0.0,0,370.94,1988.44,57,0,1
No,37,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,785.75,Le Grand,Male,0,4422,No,0,37,34.37,0,No,No,No,No,0.0,0,1271.69,2057.44,36,0,5
Yes,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,1776.0,Livingston,Female,0,5374,Yes,8,72,26.98,0,No,No,No,No,0.0,0,1942.56,3718.56,60,0,4
Yes,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,Long Barn,Male,0,6202,Yes,4,72,33.68,10,Yes,Yes,No,Yes,0.0,0,2424.96,7821.21,73,0,4
No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,Manteca,Female,0,4157,No,0,8,33.54,14,No,Yes,Yes,Yes,0.0,0,268.32,842.82,34,0,3
Yes,22,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,Manteca,Female,0,5657,Yes,2,22,49.51,0,No,No,No,No,0.0,0,1089.22,1489.52,27,2,4
No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Mariposa,Female,1,2172,No,0,1,1.63,59,No,No,No,No,0.0,10,1.63,95.93,27,0,1
No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,Merced,Female,0,3371,No,0,38,21.19,24,No,Yes,Yes,Yes,0.0,0,805.22,3461.52,61,0,3
No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,80.85,1445.95,Midpines,Male,0,3913,No,0,17,45.92,73,Yes,Yes,Yes,No,0.0,50,780.64,2276.59,25,1,5
No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,Mi Wuk Village,Female,0,6024,No,0,70,47.27,3,Yes,Yes,No,Yes,0.0,0,3308.9,8521.55,79,0,4
Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Merced,Female,1,5697,No,0,72,25.77,6,Yes,Yes,No,Yes,0.0,0,1855.44,8295.69,78,0,1
No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,Modesto,Female,0,2951,No,0,28,33.84,5,No,No,Yes,Yes,0.0,0,947.52,3192.47,62,0,5
No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,Modesto,Female,0,4096,No,0,15,10.43,29,No,No,No,Yes,0.0,0,156.45,1286.45,60,0,3
Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,Modesto,Male,0,5341,Yes,1,72,44.61,53,Yes,Yes,Yes,Yes,0.0,0,3211.92,9675.07,59,3,4
Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Modesto,Female,1,3172,Yes,1,11,1.28,14,Yes,No,No,Yes,0.0,0,14.08,1145.28,78,0,3
No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Modesto,Male,1,3812,No,0,8,5.02,26,Yes,No,No,Yes,0.0,0,40.16,626.11,66,0,1
Yes,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.4,6252.7,Modesto,Female,0,6026,Yes,10,57,8.01,73,Yes,Yes,Yes,Yes,0.0,0,456.57,6709.27,20,0,5
Yes,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Modesto,Male,1,4860,Yes,1,1,8.03,0,No,No,No,No,0.0,0,8.03,27.98,52,3,1
Yes,46,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,Newman,Female,0,5565,Yes,3,46,0.0,30,No,No,No,Yes,0.0,0,0.0,2062.15,50,0,4
Yes,30,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,587.1,Oakdale,Male,0,2492,Yes,2,30,22.89,0,No,No,No,No,0.0,0,686.7,1273.8,45,0,5
Yes,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,Patterson,Male,0,4254,Yes,7,10,25.13,30,No,No,No,Yes,0.0,0,251.3,971.75,80,0,4
Yes,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Pinecrest,Male,1,5338,Yes,1,23,19.2,7,Yes,No,No,Yes,0.0,0,441.6,2628.0,33,0,1
No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,Planada,Male,0,3224,No,0,32,46.33,85,Yes,No,Yes,Yes,0.0,0,1482.56,4461.86,22,0,3
No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,Ripon,Male,0,2070,No,0,13,30.06,5,No,No,No,Yes,0.0,0,390.78,1347.43,34,0,3
No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Riverbank,Female,1,2224,No,0,39,24.45,27,Yes,Yes,No,Yes,0.0,0,953.55,4155.1,39,0,3
No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,Salida,Female,0,4112,No,0,44,32.83,24,Yes,No,No,Yes,0.0,0,1444.52,5417.72,35,0,4
No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,Snelling,Male,0,2145,No,0,9,7.11,12,No,Yes,No,Yes,0.0,0,63.99,511.89,74,0,4
Yes,67,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,Sonora,Female,0,4994,Yes,4,67,33.01,0,No,No,No,No,0.0,0,2211.67,3546.87,22,0,4
